year,state,state_po,county,FIPS,office,candidate,party,candidatevotes,totalvotes,version
2016,Texas,TX,Castro,48069.0,President,Other,,57.0,1997,20191203
2016,Texas,TX,Chambers,48071.0,President,Hillary Clinton,democrat,2948.0,16786,20191203
2016,Texas,TX,Chambers,48071.0,President,Donald Trump,republican,13339.0,16786,20191203
2016,Texas,TX,Chambers,48071.0,President,Other,,499.0,16786,20191203
2016,Texas,TX,Cherokee,48073.0,President,Hillary Clinton,democrat,3469.0,16790,20191203
2016,Texas,TX,Cherokee,48073.0,President,Donald Trump,republican,12919.0,16790,20191203
2016,Texas,TX,Cherokee,48073.0,President,Other,,402.0,16790,20191203
2016,Texas,TX,Childress,48075.0,President,Hillary Clinton,democrat,253.0,2084,20191203
2016,Texas,TX,Childress,48075.0,President,Donald Trump,republican,1802.0,2084,20191203
2016,Texas,TX,Childress,48075.0,President,Other,,29.0,2084,20191203
2016,Texas,TX,Clay,48077.0,President,Hillary Clinton,democrat,536.0,5018,20191203
2016,Texas,TX,Clay,48077.0,President,Donald Trump,republican,4377.0,5018,20191203
2016,Texas,TX,Clay,48077.0,President,Other,,105.0,5018,20191203
2016,Texas,TX,Cochran,48079.0,President,Hillary Clinton,democrat,190.0,901,20191203
2016,Texas,TX,Cochran,48079.0,President,Donald Trump,republican,679.0,901,20191203
2016,Texas,TX,Cochran,48079.0,President,Other,,32.0,901,20191203
2016,Texas,TX,Coke,48081.0,President,Hillary Clinton,democrat,140.0,1423,20191203
2016,Texas,TX,Coke,48081.0,President,Donald Trump,republican,1265.0,1423,20191203
2016,Texas,TX,Coke,48081.0,President,Other,,18.0,1423,20191203
2016,Texas,TX,Coleman,48083.0,President,Hillary Clinton,democrat,388.0,3643,20191203
2016,Texas,TX,Coleman,48083.0,President,Donald Trump,republican,3177.0,3643,20191203
2016,Texas,TX,Coleman,48083.0,President,Other,,78.0,3643,20191203
2016,Texas,TX,Collin,48085.0,President,Hillary Clinton,democrat,140624.0,361419,20191203
2016,Texas,TX,Collin,48085.0,President,Donald Trump,republican,201014.0,361419,20191203
2016,Texas,TX,Collin,48085.0,President,Other,,19781.0,361419,20191203
2016,Texas,TX,Collingsworth,48087.0,President,Hillary Clinton,democrat,145.0,1156,20191203
2016,Texas,TX,Collingsworth,48087.0,President,Donald Trump,republican,983.0,1156,20191203
2016,Texas,TX,Collingsworth,48087.0,President,Other,,28.0,1156,20191203
2016,Texas,TX,Colorado,48089.0,President,Hillary Clinton,democrat,1987.0,8513,20191203
2016,Texas,TX,Colorado,48089.0,President,Donald Trump,republican,6325.0,8513,20191203
2016,Texas,TX,Colorado,48089.0,President,Other,,201.0,8513,20191203
2016,Texas,TX,Comal,48091.0,President,Hillary Clinton,democrat,14238.0,62178,20191203
2016,Texas,TX,Comal,48091.0,President,Donald Trump,republican,45136.0,62178,20191203
2016,Texas,TX,Comal,48091.0,President,Other,,2804.0,62178,20191203
2016,Texas,TX,Comanche,48093.0,President,Hillary Clinton,democrat,789.0,5237,20191203
2016,Texas,TX,Comanche,48093.0,President,Donald Trump,republican,4333.0,5237,20191203
2016,Texas,TX,Comanche,48093.0,President,Other,,115.0,5237,20191203
2016,Texas,TX,Concho,48095.0,President,Hillary Clinton,democrat,148.0,1068,20191203
2016,Texas,TX,Concho,48095.0,President,Donald Trump,republican,885.0,1068,20191203
2016,Texas,TX,Concho,48095.0,President,Other,,35.0,1068,20191203
2016,Texas,TX,Cooke,48097.0,President,Hillary Clinton,democrat,2352.0,15955,20191203
2016,Texas,TX,Cooke,48097.0,President,Donald Trump,republican,13181.0,15955,20191203
2016,Texas,TX,Cooke,48097.0,President,Other,,422.0,15955,20191203
2016,Texas,TX,Coryell,48099.0,President,Hillary Clinton,democrat,5064.0,18253,20191203
2016,Texas,TX,Coryell,48099.0,President,Donald Trump,republican,12225.0,18253,20191203
2016,Texas,TX,Coryell,48099.0,President,Other,,964.0,18253,20191203
2016,Texas,TX,Cottle,48101.0,President,Hillary Clinton,democrat,92.0,612,20191203
2016,Texas,TX,Cottle,48101.0,President,Donald Trump,republican,506.0,612,20191203
2016,Texas,TX,Cottle,48101.0,President,Other,,14.0,612,20191203
2016,Texas,TX,Crane,48103.0,President,Hillary Clinton,democrat,299.0,1384,20191203
2016,Texas,TX,Crane,48103.0,President,Donald Trump,republican,1049.0,1384,20191203
2016,Texas,TX,Crane,48103.0,President,Other,,36.0,1384,20191203
2016,Texas,TX,Crockett,48105.0,President,Hillary Clinton,democrat,372.0,1395,20191203
2016,Texas,TX,Crockett,48105.0,President,Donald Trump,republican,980.0,1395,20191203
2016,Texas,TX,Crockett,48105.0,President,Other,,43.0,1395,20191203
2016,Texas,TX,Crosby,48107.0,President,Hillary Clinton,democrat,468.0,1728,20191203
2016,Texas,TX,Crosby,48107.0,President,Donald Trump,republican,1181.0,1728,20191203
2016,Texas,TX,Crosby,48107.0,President,Other,,79.0,1728,20191203
2016,Texas,TX,Culberson,48109.0,President,Hillary Clinton,democrat,454.0,767,20191203
2016,Texas,TX,Culberson,48109.0,President,Donald Trump,republican,280.0,767,20191203
2016,Texas,TX,Culberson,48109.0,President,Other,,33.0,767,20191203
2016,Texas,TX,Dallam,48111.0,President,Hillary Clinton,democrat,222.0,1544,20191203
2016,Texas,TX,Dallam,48111.0,President,Donald Trump,republican,1261.0,1544,20191203
2016,Texas,TX,Dallam,48111.0,President,Other,,61.0,1544,20191203
2016,Texas,TX,Dallas,48113.0,President,Hillary Clinton,democrat,461080.0,758973,20191203
2016,Texas,TX,Dallas,48113.0,President,Donald Trump,republican,262945.0,758973,20191203
2016,Texas,TX,Dallas,48113.0,President,Other,,34948.0,758973,20191203
2016,Texas,TX,Dawson,48115.0,President,Hillary Clinton,democrat,835.0,3563,20191203
2016,Texas,TX,Dawson,48115.0,President,Donald Trump,republican,2636.0,3563,20191203
2016,Texas,TX,Dawson,48115.0,President,Other,,92.0,3563,20191203
2016,Texas,TX,Deaf Smith,48117.0,President,Hillary Clinton,democrat,1185.0,4216,20191203
2016,Texas,TX,Deaf Smith,48117.0,President,Donald Trump,republican,2911.0,4216,20191203
2016,Texas,TX,Deaf Smith,48117.0,President,Other,,120.0,4216,20191203
2016,Texas,TX,Delta,48119.0,President,Hillary Clinton,democrat,400.0,2281,20191203
2016,Texas,TX,Delta,48119.0,President,Donald Trump,republican,1836.0,2281,20191203
2016,Texas,TX,Delta,48119.0,President,Other,,45.0,2281,20191203
2016,Texas,TX,Denton,48121.0,President,Hillary Clinton,democrat,110890.0,298645,20191203
2016,Texas,TX,Denton,48121.0,President,Donald Trump,republican,170603.0,298645,20191203
2016,Texas,TX,Denton,48121.0,President,Other,,17152.0,298645,20191203
2016,Texas,TX,Dewitt,48123.0,President,Hillary Clinton,democrat,1163.0,6844,20191203
2016,Texas,TX,Dewitt,48123.0,President,Donald Trump,republican,5519.0,6844,20191203
2016,Texas,TX,Dewitt,48123.0,President,Other,,162.0,6844,20191203
2016,Texas,TX,Dickens,48125.0,President,Hillary Clinton,democrat,128.0,909,20191203
2016,Texas,TX,Dickens,48125.0,President,Donald Trump,republican,755.0,909,20191203
2016,Texas,TX,Dickens,48125.0,President,Other,,26.0,909,20191203
2016,Texas,TX,Dimmit,48127.0,President,Hillary Clinton,democrat,2173.0,3225,20191203
2016,Texas,TX,Dimmit,48127.0,President,Donald Trump,republican,974.0,3225,20191203
2016,Texas,TX,Dimmit,48127.0,President,Other,,78.0,3225,20191203
2016,Texas,TX,Donley,48129.0,President,Hillary Clinton,democrat,191.0,1465,20191203
2016,Texas,TX,Donley,48129.0,President,Donald Trump,republican,1225.0,1465,20191203
2016,Texas,TX,Donley,48129.0,President,Other,,49.0,1465,20191203
2016,Texas,TX,Duval,48131.0,President,Hillary Clinton,democrat,2783.0,4168,20191203
2016,Texas,TX,Duval,48131.0,President,Donald Trump,republican,1316.0,4168,20191203
2016,Texas,TX,Duval,48131.0,President,Other,,69.0,4168,20191203
2016,Texas,TX,Eastland,48133.0,President,Hillary Clinton,democrat,776.0,6963,20191203
2016,Texas,TX,Eastland,48133.0,President,Donald Trump,republican,6011.0,6963,20191203
2016,Texas,TX,Eastland,48133.0,President,Other,,176.0,6963,20191203
2016,Texas,TX,Ector,48135.0,President,Hillary Clinton,democrat,10249.0,36530,20191203
2016,Texas,TX,Ector,48135.0,President,Donald Trump,republican,25020.0,36530,20191203
2016,Texas,TX,Ector,48135.0,President,Other,,1261.0,36530,20191203
2016,Texas,TX,Edwards,48137.0,President,Hillary Clinton,democrat,303.0,1073,20191203
2016,Texas,TX,Edwards,48137.0,President,Donald Trump,republican,746.0,1073,20191203
2016,Texas,TX,Edwards,48137.0,President,Other,,24.0,1073,20191203
2016,Texas,TX,Ellis,48139.0,President,Hillary Clinton,democrat,16253.0,63673,20191203
2016,Texas,TX,Ellis,48139.0,President,Donald Trump,republican,44941.0,63673,20191203
2016,Texas,TX,Ellis,48139.0,President,Other,,2479.0,63673,20191203
2016,Texas,TX,El Paso,48141.0,President,Hillary Clinton,democrat,147843.0,214008,20191203
2016,Texas,TX,El Paso,48141.0,President,Donald Trump,republican,55512.0,214008,20191203
2016,Texas,TX,El Paso,48141.0,President,Other,,10653.0,214008,20191203
2016,Texas,TX,Erath,48143.0,President,Hillary Clinton,democrat,2160.0,13893,20191203
2016,Texas,TX,Erath,48143.0,President,Donald Trump,republican,11210.0,13893,20191203
2016,Texas,TX,Erath,48143.0,President,Other,,523.0,13893,20191203
2016,Texas,TX,Falls,48145.0,President,Hillary Clinton,democrat,1684.0,5248,20191203
2016,Texas,TX,Falls,48145.0,President,Donald Trump,republican,3441.0,5248,20191203
2016,Texas,TX,Falls,48145.0,President,Other,,123.0,5248,20191203
2016,Texas,TX,Fannin,48147.0,President,Hillary Clinton,democrat,2132.0,12044,20191203
2016,Texas,TX,Fannin,48147.0,President,Donald Trump,republican,9548.0,12044,20191203
2016,Texas,TX,Fannin,48147.0,President,Other,,364.0,12044,20191203
2016,Texas,TX,Fayette,48149.0,President,Hillary Clinton,democrat,2144.0,11174,20191203
2016,Texas,TX,Fayette,48149.0,President,Donald Trump,republican,8743.0,11174,20191203
2016,Texas,TX,Fayette,48149.0,President,Other,,287.0,11174,20191203
2016,Texas,TX,Fisher,48151.0,President,Hillary Clinton,democrat,403.0,1729,20191203
2016,Texas,TX,Fisher,48151.0,President,Donald Trump,republican,1265.0,1729,20191203
2016,Texas,TX,Fisher,48151.0,President,Other,,61.0,1729,20191203
2016,Texas,TX,Floyd,48153.0,President,Hillary Clinton,democrat,435.0,1959,20191203
2016,Texas,TX,Floyd,48153.0,President,Donald Trump,republican,1474.0,1959,20191203
2016,Texas,TX,Floyd,48153.0,President,Other,,50.0,1959,20191203
2016,Texas,TX,Foard,48155.0,President,Hillary Clinton,democrat,113.0,513,20191203
2016,Texas,TX,Foard,48155.0,President,Donald Trump,republican,383.0,513,20191203
2016,Texas,TX,Foard,48155.0,President,Other,,17.0,513,20191203
2016,Texas,TX,Fort Bend,48157.0,President,Hillary Clinton,democrat,134686.0,262066,20191203
2016,Texas,TX,Fort Bend,48157.0,President,Donald Trump,republican,117291.0,262066,20191203
2016,Texas,TX,Fort Bend,48157.0,President,Other,,10089.0,262066,20191203
2016,Texas,TX,Franklin,48159.0,President,Hillary Clinton,democrat,665.0,4380,20191203
2016,Texas,TX,Franklin,48159.0,President,Donald Trump,republican,3585.0,4380,20191203
2016,Texas,TX,Franklin,48159.0,President,Other,,130.0,4380,20191203
2016,Texas,TX,Freestone,48161.0,President,Hillary Clinton,democrat,1471.0,7684,20191203
2016,Texas,TX,Freestone,48161.0,President,Donald Trump,republican,6026.0,7684,20191203
2016,Texas,TX,Freestone,48161.0,President,Other,,187.0,7684,20191203
2016,Texas,TX,Frio,48163.0,President,Hillary Clinton,democrat,2444.0,4400,20191203
2016,Texas,TX,Frio,48163.0,President,Donald Trump,republican,1856.0,4400,20191203
2016,Texas,TX,Frio,48163.0,President,Other,,100.0,4400,20191203
2016,Texas,TX,Gaines,48165.0,President,Hillary Clinton,democrat,597.0,4620,20191203
2016,Texas,TX,Gaines,48165.0,President,Donald Trump,republican,3907.0,4620,20191203
2016,Texas,TX,Gaines,48165.0,President,Other,,116.0,4620,20191203
2016,Texas,TX,Galveston,48167.0,President,Hillary Clinton,democrat,43658.0,122903,20191203
2016,Texas,TX,Galveston,48167.0,President,Donald Trump,republican,73757.0,122903,20191203
2016,Texas,TX,Galveston,48167.0,President,Other,,5488.0,122903,20191203
2016,Texas,TX,Garza,48169.0,President,Hillary Clinton,democrat,230.0,1484,20191203
2016,Texas,TX,Garza,48169.0,President,Donald Trump,republican,1225.0,1484,20191203
2016,Texas,TX,Garza,48169.0,President,Other,,29.0,1484,20191203
2016,Texas,TX,Gillespie,48171.0,President,Hillary Clinton,democrat,2288.0,13214,20191203
2016,Texas,TX,Gillespie,48171.0,President,Donald Trump,republican,10446.0,13214,20191203
2016,Texas,TX,Gillespie,48171.0,President,Other,,480.0,13214,20191203
2016,Texas,TX,Glasscock,48173.0,President,Hillary Clinton,democrat,34.0,604,20191203
2016,Texas,TX,Glasscock,48173.0,President,Donald Trump,republican,553.0,604,20191203
2016,Texas,TX,Glasscock,48173.0,President,Other,,17.0,604,20191203
2016,Texas,TX,Goliad,48175.0,President,Hillary Clinton,democrat,973.0,3708,20191203
2016,Texas,TX,Goliad,48175.0,President,Donald Trump,republican,2620.0,3708,20191203
2016,Texas,TX,Goliad,48175.0,President,Other,,115.0,3708,20191203
2016,Texas,TX,Gonzales,48177.0,President,Hillary Clinton,democrat,1571.0,6334,20191203
2016,Texas,TX,Gonzales,48177.0,President,Donald Trump,republican,4587.0,6334,20191203
2016,Texas,TX,Gonzales,48177.0,President,Other,,176.0,6334,20191203
2016,Texas,TX,Gray,48179.0,President,Hillary Clinton,democrat,701.0,7405,20191203
2016,Texas,TX,Gray,48179.0,President,Donald Trump,republican,6500.0,7405,20191203
2016,Texas,TX,Gray,48179.0,President,Other,,204.0,7405,20191203
2016,Texas,TX,Grayson,48181.0,President,Hillary Clinton,democrat,10301.0,47416,20191203
2016,Texas,TX,Grayson,48181.0,President,Donald Trump,republican,35325.0,47416,20191203
2016,Texas,TX,Grayson,48181.0,President,Other,,1790.0,47416,20191203
2016,Texas,TX,Gregg,48183.0,President,Hillary Clinton,democrat,11677.0,41749,20191203
2016,Texas,TX,Gregg,48183.0,President,Donald Trump,republican,28764.0,41749,20191203
2016,Texas,TX,Gregg,48183.0,President,Other,,1308.0,41749,20191203
2016,Texas,TX,Grimes,48185.0,President,Hillary Clinton,democrat,2194.0,9533,20191203
2016,Texas,TX,Grimes,48185.0,President,Donald Trump,republican,7065.0,9533,20191203
2016,Texas,TX,Grimes,48185.0,President,Other,,274.0,9533,20191203
2016,Texas,TX,Guadalupe,48187.0,President,Hillary Clinton,democrat,18391.0,57822,20191203
2016,Texas,TX,Guadalupe,48187.0,President,Donald Trump,republican,36632.0,57822,20191203
2016,Texas,TX,Guadalupe,48187.0,President,Other,,2799.0,57822,20191203
2016,Texas,TX,Hale,48189.0,President,Hillary Clinton,democrat,2101.0,8858,20191203
2016,Texas,TX,Hale,48189.0,President,Donald Trump,republican,6366.0,8858,20191203
2016,Texas,TX,Hale,48189.0,President,Other,,391.0,8858,20191203
2016,Texas,TX,Hall,48191.0,President,Hillary Clinton,democrat,164.0,1091,20191203
2016,Texas,TX,Hall,48191.0,President,Donald Trump,republican,893.0,1091,20191203
2016,Texas,TX,Hall,48191.0,President,Other,,34.0,1091,20191203
2016,Texas,TX,Hamilton,48193.0,President,Hillary Clinton,democrat,479.0,3620,20191203
2016,Texas,TX,Hamilton,48193.0,President,Donald Trump,republican,3060.0,3620,20191203
2016,Texas,TX,Hamilton,48193.0,President,Other,,81.0,3620,20191203
2016,Texas,TX,Hansford,48195.0,President,Hillary Clinton,democrat,171.0,1947,20191203
2016,Texas,TX,Hansford,48195.0,President,Donald Trump,republican,1730.0,1947,20191203
2016,Texas,TX,Hansford,48195.0,President,Other,,46.0,1947,20191203
2016,Texas,TX,Hardeman,48197.0,President,Hillary Clinton,democrat,249.0,1513,20191203
2016,Texas,TX,Hardeman,48197.0,President,Donald Trump,republican,1207.0,1513,20191203
2016,Texas,TX,Hardeman,48197.0,President,Other,,57.0,1513,20191203
2016,Texas,TX,Hardin,48199.0,President,Hillary Clinton,democrat,2780.0,22780,20191203
2016,Texas,TX,Hardin,48199.0,President,Donald Trump,republican,19606.0,22780,20191203
2016,Texas,TX,Hardin,48199.0,President,Other,,394.0,22780,20191203
2016,Texas,TX,Harris,48201.0,President,Hillary Clinton,democrat,707914.0,1312112,20191203
2016,Texas,TX,Harris,48201.0,President,Donald Trump,republican,545955.0,1312112,20191203
2016,Texas,TX,Harris,48201.0,President,Other,,58243.0,1312112,20191203
2016,Texas,TX,Harrison,48203.0,President,Hillary Clinton,democrat,7151.0,26548,20191203
2016,Texas,TX,Harrison,48203.0,President,Donald Trump,republican,18749.0,26548,20191203
2016,Texas,TX,Harrison,48203.0,President,Other,,648.0,26548,20191203
2016,Texas,TX,Hartley,48205.0,President,Hillary Clinton,democrat,173.0,1952,20191203
2016,Texas,TX,Hartley,48205.0,President,Donald Trump,republican,1730.0,1952,20191203
2016,Texas,TX,Hartley,48205.0,President,Other,,49.0,1952,20191203
2016,Texas,TX,Haskell,48207.0,President,Hillary Clinton,democrat,314.0,1770,20191203
2016,Texas,TX,Haskell,48207.0,President,Donald Trump,republican,1403.0,1770,20191203
2016,Texas,TX,Haskell,48207.0,President,Other,,53.0,1770,20191203
2016,Texas,TX,Hays,48209.0,President,Hillary Clinton,democrat,33224.0,72164,20191203
2016,Texas,TX,Hays,48209.0,President,Donald Trump,republican,33826.0,72164,20191203
2016,Texas,TX,Hays,48209.0,President,Other,,5114.0,72164,20191203
2016,Texas,TX,Hemphill,48211.0,President,Hillary Clinton,democrat,181.0,1695,20191203
2016,Texas,TX,Hemphill,48211.0,President,Donald Trump,republican,1462.0,1695,20191203
2016,Texas,TX,Hemphill,48211.0,President,Other,,52.0,1695,20191203
2016,Texas,TX,Henderson,48213.0,President,Hillary Clinton,democrat,5669.0,30045,20191203
2016,Texas,TX,Henderson,48213.0,President,Donald Trump,republican,23650.0,30045,20191203
2016,Texas,TX,Henderson,48213.0,President,Other,,726.0,30045,20191203
2016,Texas,TX,Hidalgo,48215.0,President,Hillary Clinton,democrat,118809.0,173437,20191203
2016,Texas,TX,Hidalgo,48215.0,President,Donald Trump,republican,48642.0,173437,20191203
2016,Texas,TX,Hidalgo,48215.0,President,Other,,5986.0,173437,20191203
2016,Texas,TX,Hill,48217.0,President,Hillary Clinton,democrat,2547.0,12970,20191203
2016,Texas,TX,Hill,48217.0,President,Donald Trump,republican,10108.0,12970,20191203
2016,Texas,TX,Hill,48217.0,President,Other,,315.0,12970,20191203
2016,Texas,TX,Hockley,48219.0,President,Hillary Clinton,democrat,1260.0,7311,20191203
2016,Texas,TX,Hockley,48219.0,President,Donald Trump,republican,5809.0,7311,20191203
2016,Texas,TX,Hockley,48219.0,President,Other,,242.0,7311,20191203
2016,Texas,TX,Hood,48221.0,President,Hillary Clinton,democrat,4008.0,26262,20191203
2016,Texas,TX,Hood,48221.0,President,Donald Trump,republican,21382.0,26262,20191203
2016,Texas,TX,Hood,48221.0,President,Other,,872.0,26262,20191203
2016,Texas,TX,Hopkins,48223.0,President,Hillary Clinton,democrat,2510.0,13538,20191203
2016,Texas,TX,Hopkins,48223.0,President,Donald Trump,republican,10707.0,13538,20191203
2016,Texas,TX,Hopkins,48223.0,President,Other,,321.0,13538,20191203
2016,Texas,TX,Houston,48225.0,President,Hillary Clinton,democrat,1978.0,8353,20191203
2016,Texas,TX,Houston,48225.0,President,Donald Trump,republican,6205.0,8353,20191203
2016,Texas,TX,Houston,48225.0,President,Other,,170.0,8353,20191203
2016,Texas,TX,Howard,48227.0,President,Hillary Clinton,democrat,1770.0,8723,20191203
2016,Texas,TX,Howard,48227.0,President,Donald Trump,republican,6637.0,8723,20191203
2016,Texas,TX,Howard,48227.0,President,Other,,316.0,8723,20191203
2016,Texas,TX,Hudspeth,48229.0,President,Hillary Clinton,democrat,324.0,871,20191203
2016,Texas,TX,Hudspeth,48229.0,President,Donald Trump,republican,503.0,871,20191203
2016,Texas,TX,Hudspeth,48229.0,President,Other,,44.0,871,20191203
2016,Texas,TX,Hunt,48231.0,President,Hillary Clinton,democrat,6396.0,31554,20191203
2016,Texas,TX,Hunt,48231.0,President,Donald Trump,republican,23910.0,31554,20191203
2016,Texas,TX,Hunt,48231.0,President,Other,,1248.0,31554,20191203
2016,Texas,TX,Hutchinson,48233.0,President,Hillary Clinton,democrat,854.0,8155,20191203
2016,Texas,TX,Hutchinson,48233.0,President,Donald Trump,republican,7042.0,8155,20191203
2016,Texas,TX,Hutchinson,48233.0,President,Other,,259.0,8155,20191203
2016,Texas,TX,Irion,48235.0,President,Hillary Clinton,democrat,90.0,766,20191203
2016,Texas,TX,Irion,48235.0,President,Donald Trump,republican,660.0,766,20191203
2016,Texas,TX,Irion,48235.0,President,Other,,16.0,766,20191203
2016,Texas,TX,Jack,48237.0,President,Hillary Clinton,democrat,314.0,3350,20191203
2016,Texas,TX,Jack,48237.0,President,Donald Trump,republican,2973.0,3350,20191203
2016,Texas,TX,Jack,48237.0,President,Other,,63.0,3350,20191203
2016,Texas,TX,Jackson,48239.0,President,Hillary Clinton,democrat,904.0,5302,20191203
2016,Texas,TX,Jackson,48239.0,President,Donald Trump,republican,4266.0,5302,20191203
2016,Texas,TX,Jackson,48239.0,President,Other,,132.0,5302,20191203
2016,Texas,TX,Jasper,48241.0,President,Hillary Clinton,democrat,2590.0,13419,20191203
2016,Texas,TX,Jasper,48241.0,President,Donald Trump,republican,10609.0,13419,20191203
2016,Texas,TX,Jasper,48241.0,President,Other,,220.0,13419,20191203
2016,Texas,TX,Jeff Davis,48243.0,President,Hillary Clinton,democrat,422.0,1191,20191203
2016,Texas,TX,Jeff Davis,48243.0,President,Donald Trump,republican,695.0,1191,20191203
2016,Texas,TX,Jeff Davis,48243.0,President,Other,,74.0,1191,20191203
2016,Texas,TX,Jefferson,48245.0,President,Hillary Clinton,democrat,42443.0,87618,20191203
2016,Texas,TX,Jefferson,48245.0,President,Donald Trump,republican,42862.0,87618,20191203
2016,Texas,TX,Jefferson,48245.0,President,Other,,2313.0,87618,20191203
2016,Texas,TX,Jim Hogg,48247.0,President,Hillary Clinton,democrat,1635.0,2119,20191203
2016,Texas,TX,Jim Hogg,48247.0,President,Donald Trump,republican,430.0,2119,20191203
2016,Texas,TX,Jim Hogg,48247.0,President,Other,,54.0,2119,20191203
2016,Texas,TX,Jim Wells,48249.0,President,Hillary Clinton,democrat,6694.0,12379,20191203
2016,Texas,TX,Jim Wells,48249.0,President,Donald Trump,republican,5420.0,12379,20191203
2016,Texas,TX,Jim Wells,48249.0,President,Other,,265.0,12379,20191203
2016,Texas,TX,Johnson,48251.0,President,Hillary Clinton,democrat,10988.0,57606,20191203
2016,Texas,TX,Johnson,48251.0,President,Donald Trump,republican,44382.0,57606,20191203
2016,Texas,TX,Johnson,48251.0,President,Other,,2236.0,57606,20191203
2016,Texas,TX,Jones,48253.0,President,Hillary Clinton,democrat,936.0,5960,20191203
2016,Texas,TX,Jones,48253.0,President,Donald Trump,republican,4819.0,5960,20191203
2016,Texas,TX,Jones,48253.0,President,Other,,205.0,5960,20191203
2016,Texas,TX,Karnes,48255.0,President,Hillary Clinton,democrat,1145.0,4198,20191203
2016,Texas,TX,Karnes,48255.0,President,Donald Trump,republican,2965.0,4198,20191203
2016,Texas,TX,Karnes,48255.0,President,Other,,88.0,4198,20191203
2016,Texas,TX,Kaufman,48257.0,President,Hillary Clinton,democrat,10278.0,41265,20191203
2016,Texas,TX,Kaufman,48257.0,President,Donald Trump,republican,29587.0,41265,20191203
2016,Texas,TX,Kaufman,48257.0,President,Other,,1400.0,41265,20191203
2016,Texas,TX,Kendall,48259.0,President,Hillary Clinton,democrat,3643.0,20120,20191203
2016,Texas,TX,Kendall,48259.0,President,Donald Trump,republican,15700.0,20120,20191203
2016,Texas,TX,Kendall,48259.0,President,Other,,777.0,20120,20191203
2016,Texas,TX,Kenedy,48261.0,President,Hillary Clinton,democrat,99.0,186,20191203
2016,Texas,TX,Kenedy,48261.0,President,Donald Trump,republican,84.0,186,20191203
2016,Texas,TX,Kenedy,48261.0,President,Other,,3.0,186,20191203
2016,Texas,TX,Kent,48263.0,President,Hillary Clinton,democrat,59.0,434,20191203
2016,Texas,TX,Kent,48263.0,President,Donald Trump,republican,360.0,434,20191203
2016,Texas,TX,Kent,48263.0,President,Other,,15.0,434,20191203
2016,Texas,TX,Kerr,48265.0,President,Hillary Clinton,democrat,4681.0,23297,20191203
2016,Texas,TX,Kerr,48265.0,President,Donald Trump,republican,17727.0,23297,20191203
2016,Texas,TX,Kerr,48265.0,President,Other,,889.0,23297,20191203
2016,Texas,TX,Kimble,48267.0,President,Hillary Clinton,democrat,206.0,1952,20191203
2016,Texas,TX,Kimble,48267.0,President,Donald Trump,republican,1697.0,1952,20191203
2016,Texas,TX,Kimble,48267.0,President,Other,,49.0,1952,20191203
2016,Texas,TX,King,48269.0,President,Hillary Clinton,democrat,5.0,159,20191203
2016,Texas,TX,King,48269.0,President,Donald Trump,republican,149.0,159,20191203
2016,Texas,TX,King,48269.0,President,Other,,5.0,159,20191203
2016,Texas,TX,Kinney,48271.0,President,Hillary Clinton,democrat,458.0,1430,20191203
2016,Texas,TX,Kinney,48271.0,President,Donald Trump,republican,936.0,1430,20191203
2016,Texas,TX,Kinney,48271.0,President,Other,,36.0,1430,20191203
2016,Texas,TX,Kleberg,48273.0,President,Hillary Clinton,democrat,4716.0,9512,20191203
2016,Texas,TX,Kleberg,48273.0,President,Donald Trump,republican,4367.0,9512,20191203
2016,Texas,TX,Kleberg,48273.0,President,Other,,429.0,9512,20191203
2016,Texas,TX,Knox,48275.0,President,Hillary Clinton,democrat,247.0,1367,20191203
2016,Texas,TX,Knox,48275.0,President,Donald Trump,republican,1078.0,1367,20191203
2016,Texas,TX,Knox,48275.0,President,Other,,42.0,1367,20191203
2016,Texas,TX,Lamar,48277.0,President,Hillary Clinton,democrat,3583.0,18611,20191203
2016,Texas,TX,Lamar,48277.0,President,Donald Trump,republican,14561.0,18611,20191203
2016,Texas,TX,Lamar,48277.0,President,Other,,467.0,18611,20191203
2016,Texas,TX,Lamb,48279.0,President,Hillary Clinton,democrat,771.0,3995,20191203
2016,Texas,TX,Lamb,48279.0,President,Donald Trump,republican,3111.0,3995,20191203
2016,Texas,TX,Lamb,48279.0,President,Other,,113.0,3995,20191203
2016,Texas,TX,Lampasas,48281.0,President,Hillary Clinton,democrat,1483.0,8205,20191203
2016,Texas,TX,Lampasas,48281.0,President,Donald Trump,republican,6385.0,8205,20191203
2016,Texas,TX,Lampasas,48281.0,President,Other,,337.0,8205,20191203
2016,Texas,TX,La Salle,48283.0,President,Hillary Clinton,democrat,1129.0,2059,20191203
2016,Texas,TX,La Salle,48283.0,President,Donald Trump,republican,872.0,2059,20191203
2016,Texas,TX,La Salle,48283.0,President,Other,,58.0,2059,20191203
2016,Texas,TX,Lavaca,48285.0,President,Hillary Clinton,democrat,1170.0,8661,20191203
2016,Texas,TX,Lavaca,48285.0,President,Donald Trump,republican,7347.0,8661,20191203
2016,Texas,TX,Lavaca,48285.0,President,Other,,144.0,8661,20191203
2016,Texas,TX,Lee,48287.0,President,Hillary Clinton,democrat,1372.0,6535,20191203
2016,Texas,TX,Lee,48287.0,President,Donald Trump,republican,4997.0,6535,20191203
2016,Texas,TX,Lee,48287.0,President,Other,,166.0,6535,20191203
